"topicstats"	"keywords"	"top7books"	"next5books, biggestauth, datequartiles"	"label"	"category"	"comments"
"TOPIC 58 pct corpus = 1.144% doc entropy = 10.8409 word length = 4.7150 coherence = -24415.5010 rank 1 docs = 0.0103 r1 ratio = 0.9"	"am must know think should may does nothing say see cannot how perhaps shall because things why even such make thing many us yet done tell take without something good better anything might people want find let these always believe understand enough wish those also thought speak need nor away else knows great seen look still matter place little true same seems another feel others everything comes upon ask yes "	"0.301 | Gaburo, Kenneth | Privacy one : words without song, | 1976 0.236 | Stein, Gertrude | Useful knowledge | 1928 0.222 | Maeterlinck, Maurice | [Works] | 1915 0.219 | Compton-Burnett, I. (Ivy) | Darkness and day | 1951 0.219 | Compton-Burnett, I. (Ivy) | Mother and son | 1955 0.219 | Krishnamurti, J. (Jiddu) | At the feet of the master | 1911 0.185 | Stein, Gertrude | Blood on the dining-room floor | 1946 "	"0.178 | Redonnet, Marie | Hôtel splendid | 1994 0.175 | Malzberg, Barry N | Galaxies | 1975 0.173 | Compton-Burnett, I. (Ivy) | Bullivant and the Lambs | 1948 0.172 | Compton-Burnett, I. (Ivy) | Manservant and maidservant | 1947 0.171 | Compton-Burnett, I. (Ivy) | Two worlds and their ways | 1949 Compton-Burnett, I. (Ivy) = 0.52% 1899-1966"	"modernists and experimental writers"	"uncategorized dimension of style"	"I would love to call this a 'genre,' but the entropy across documents is just too high. It's a dimension of style associated with experimental writing."
"TOPIC 59 pct corpus = 1.021% doc entropy = 10.7478 word length = 5.1700 coherence = -22090.4474 rank 1 docs = 0.0086 r1 ratio = 0.842"	"even still just though might first least almost once perhaps course yet already own enough seemed far because while little also since both really moment fact such same quite last either most another until must few however less rather probably sure right being without make else actually later finally those point simply able ever better certainly should longer possible having soon instead how reason along although whether find merely something "	"0.183 | Beckett, Samuel | Stirrings still | 1988 0.163 | Gaburo, Kenneth | Privacy one : words without song, | 1976 0.154 | Beckett, Samuel | Nohow on | 1989 0.151 | Sinclair, Harold | The cavalryman | 1958 0.149 | Keeley, Edmund | The impostor | 1970 0.148 | Emshwiller, Carol | Carmen dog | 1990 0.146 | Keeley, Edmund | A wilderness called peace | 1985 "	"0.143 | Fixel, Lawrence | Through deserts of snow | 1975 0.139 | Robbe-Grillet, Alain | Last year at Marienbad | 1962 0.13 | Miller, Max | The town with the funny name | 1948 0.13 | Beck, Warren | Snopes : a trilogy | 1957 0.129 | Faulkner, William | The mansion | 1959 Asimov, Isaac = 0.41% 1951-1982"	"adverbs and qualifiers"	"uncategorized dimension of style"	"rather probably even still almost perhaps'"
"TOPIC 60 pct corpus = 0.4% doc entropy = 10.1309 word length = 4.9100 coherence = -28952.5725 rank 1 docs = 0.0060 r1 ratio = 1.5"	"london street mr england pounds round shop house got tea road square st towards week park three shall end oxford should half five evening sir hat day morning going shillings mrs nothing young club night cab home life another quite streets english name public last money being corner west good little must gentleman room lane once friend went british dear old ten upon though past afterwards houses six hall perhaps "	"0.16 | Jerome, Jerome K. (Jerome Klap | Told after supper | 1891 0.129 | Hollingshead, John | According to my lights | 1900 0.106 | Graves, Charles L. (Charles La | The war of the wenuses | 1898 0.102 | Ransome, Arthur | Bohemia in London | 1907 0.102 | Meek, George | George Meek, bath chair-man, by h | 1910 0.101 | Abbott, J. H. M | Letters from Queer Street ; | 1908 0.1 | Barrie, J. M. (James Matthew) | Better dead | 1888 "	"0.098 | Green, Peter | Our kid, with other London and La | 1920 0.097 | Bennett, Arnold | Denry the audacious | 1911 0.097 | Hamilton, Patrick | The West Pier | 1951 0.096 | Bennett, Arnold | The card, a story of adventure in | 1912 0.093 | James, Henry | The siege of London ; The Pension | 1882 Fletcher, J. S. (Joseph Smith) = 0.63% 1905-1934"	"British city life, mostly London, e20c"	"nationalities, regions, ethnicities"	" "
"TOPIC 61 pct corpus = 0.647% doc entropy = 10.1369 word length = 4.5100 coherence = -25845.9554 rank 1 docs = 0.0223 r1 ratio = 3.447"	"thought herself went looked old rose knew always house home felt day came wanted got made sat kitchen how gone oh put see good rosy took things door told seemed mother saw nice must might liked once why even married get heard ever look bed hazel used last going asked money mind room read say though stood better kept years away just left still window remembered tea sometimes own know "	"0.215 | Bianco, Pamela | The doll in the window | 1953 0.204 | Slobodkina, Esphyr | Billie | 1987 0.188 | White, Eliza Orne | The green door | 1930 0.185 | Szabó, Magda | Tell Sally | 1963 0.184 | Lathrop, Dorothy Pulis | Presents for Lupe | 1940 0.184 | Walker, Mildred | The southwest corner | 1951 0.182 | Suckow, Ruth | The Kramer girls | 1930 "	"0.178 | Ng, Mei | Eating Chinese food naked : a nov | 1998 0.177 | Forster, Margaret | The seduction of Mrs. Pendlebury | 1974 0.175 | Herbst, Josephine | Money for love | 1929 0.173 | Bates, H. E. (Herbert Ernest) | A house of women | 1936 0.168 | Hanley, James | The darkness | 1973 Corbett, Elizabeth Frances = 0.44% 1932-1969"	"mid-20c books for children"	"genre"	"Technically, children are an audience rather than a genre, but we're not sweating technical details."
"TOPIC 62 pct corpus = 0.463% doc entropy = 9.7675 word length = 4.8050 coherence = -22442.7466 rank 1 docs = 0.0145 r1 ratio = 3.132"	"sister brother should such must house own upon might herself room say think papa family know nothing wife daughter lady dear young how though thought husband matter indeed am shall made tell course told quite law mamma mind make yet day also may word without done speak cannot heart home better great take wish whom moment father present marriage love carriage sisters words marry even poor between leave see nor "	"0.345 | Trollope, Anthony | Kept in the dark | 1882 0.34 | Trollope, Anthony | The Eustace diamonds, by Anthony  | 1882 0.326 | Trollope, Anthony | The Belton estate | 1882 0.312 | Trollope, Anthony | The Eustace diamonds, by Anthony  | 1882 0.296 | Trollope, Anthony | Orley Farm. With an introd. by He | 1882 0.295 | Trollope, Anthony | The Claverings | 1882 0.284 | Trollope, Anthony | Phineas Redux / By Anthony Trollo | 1882 "	"0.283 | Trollope, Anthony | An old man's love, by Anthony Tro | 1882 0.28 | Trollope, Anthony | The prime minister | 1880 0.277 | Trollope, Anthony | The parson's daughter, and other  | 1882 0.277 | Trollope, Anthony | Dr. Wortle's school | 1881 0.276 | Trollope, Anthony | Phineas Redux; with a pref. by R. | 1882 Trollope, Anthony = 8.82% 1882-1897"	"late-19c family life, largely Trollope"	"author-dominated"	"The cut-off for author-dominated is roughly here: 9% of the topic."
"TOPIC 63 pct corpus = 0.348% doc entropy = 9.7777 word length = 5.7950 coherence = -29912.9375 rank 1 docs = 0.0137 r1 ratio = 3.937"	"people party government revolution new our country political against workers police world these war comrade union communist those its work labour meeting class power leader young group freedom social state must free revolutionary city movement politics working old national leaders being under themselves strike men years socialist women among society children committee many members land comrades own communists because organisation become history nation system few public red struggle friends army "	"0.187 | Unknown Author | Man is the most precious in the w | 1977 0.181 | Supek, Ivan | Crown witness against Hebrang | 1983 0.175 | Bellamy, Edward | Equality | 1897 0.173 | Adams, Frederick Upham | President John Smith: the story o | 1897 0.172 | Bellamy, Edward | Equality. Second edition | 1897 0.169 | Hazlitt, Henry | Time will run back; a novel about | 1966 0.166 | Harrison, Charles Yale | Meet me on the barricades, a nove | 1938 "	"0.164 | Hazlitt, Henry | The great idea | 1951 0.162 | Unknown Author | The song of phoenix | 1988 0.157 | London, Jack | The iron heel | 1908 0.157 | Unknown Author | Immortal history : revolutionary  | 1979 0.156 | Ratnatunga, Manel | Saga Indonesia | 1994 Sinclair, Upton = 1.56% 1934-1978"	"revolutionary and communist movements"	"historical event"	
"TOPIC 64 pct corpus = 1.537% doc entropy = 10.7916 word length = 4.4050 coherence = -20015.1361 rank 1 docs = 0.0403 r1 ratio = 2.622"	"get re know think going just got want right ca see good wo let take say how anything make tell does better look something thing why oh things us sure might maybe yes lot keep guess mean find put enough give talk feel i'll pretty help need getting try ought place suppose thought may should stay work mind done hope course doing anyway ever along says away little those wait "	"0.298 | Simmons, Patricia Worth | Yesterday's children; a photograp | 1972 0.266 | Unknown Author | Straight with the medicine : narr | 1978 0.244 | Maitland, Robert | The boy scouts afloat, or Jack Da | 1912 0.236 | Unknown Author | The Image is you | 1969 0.202 | Hough, Emerson | The young Alaskans on the trail | 1914 0.201 | Slade, Caroline | The triumph of Willie Pond | 1940 0.2 | Campton, David | Us and them : a play | 1977 "	"0.199 | Lardner, Ring | Treat 'em rough | 1918 0.197 | Calmer, Ned | The strange land | 1950 0.196 | Fisk, May Isabel | The talking woman : monologues | 1907 0.186 | Rollins, Montgomery | Over here stories | 1918 0.185 | Steinbeck, John | In dubious battle | 1936 Wells, Carolyn = 0.16% 1915-1960"	"informal diction"	"uncategorized dimension of style"	
"TOPIC 65 pct corpus = 1.09% doc entropy = 11.3490 word length = 4.7750 coherence = -43418.5820 rank 1 docs = 0.0009 r1 ratio = 0.083"	"asked looked thought know think went say put looking yes came us see right hand took going sat does voice tell saw turned why look want nothing saying how moment mean good told head stood thing something walked stopped called face thinking let heard should laughed smiled opened shook better talking i'll got says ask sitting hands began gave am seen i standing coming hear wrong three oh added speak "	"0.197 | Watson, Nancy Dingman | What is one? | 1954 0.134 | Williams, Jay | Puppy pie | 1962 0.132 | Hoban, Russell | Bedtime for Frances Pictures by G | 1960 0.119 | Hutchins, Maude | The unbelievers downstairs | 1967 0.117 | Rose, Joanna | Little Miss Strange : a novel | 1997 0.116 | Kvasnosky, Laura McGee | Zelda and Ivy | 1998 0.112 | Compton-Burnett, I. (Ivy) | Parents and children | 1941 "	"0.11 | Haywood, Carolyn | Snowbound with Betsy | 1962 0.109 | Buck, Pearl S. (Pearl Sydenstr | Stories for little children | 1940 0.104 | Grossman, Alfred | The do-gooders | 1968 0.104 | Parker, Robert B | Double deuce | 1992 0.103 | Heyliger, William | Yours truly, Jerry Hicks | 1929 Weidman, Jerome = 0.24% 1946-1971"	"dialogue?"	"uncategorized dimension of style"	"very high entropy, low coherence, no rank 1 docs; this is going to be diffuse and hard to label"
"TOPIC 66 pct corpus = 0.45% doc entropy = 10.5452 word length = 4.6750 coherence = -32497.4274 rank 1 docs = 0.0020 r1 ratio = 0.444"	"money hundred dollars five thousand three pay ten twenty fifty business man get buy four give six make price half good sell paid how take years dollar thirty worth day got bank year cash bought eight forty cost sold want seven first gold million cent cents fifteen week per new made put pocket month pounds next another enough bills just each hand sale sixty nine rich deal right bill store "	"0.163 | Butler, Ellis Parker | Robinson Crusoe and thrift stamps | 1917 0.152 | Johnston, J. P. (James Perry) | Twenty years of hus'ling | 1889 0.126 | Chester, George Randolph | Young Wallingford | 1910 0.125 | Butler, Ellis Parker | Pigs is pigs | 1906 0.116 | Kyne, Peter B. (Peter Bernard) | Cappy Ricks | 1915 0.113 | Kyne, Peter B. (Peter Bernard) | Cappy Ricks; or, The subjugation  | 1920 0.112 | Kyne, Peter B. (Peter Bernard) | Cappy Ricks comes back | 1934 "	"0.105 | Paine, Albert Bigelow | The bread line | 1900 0.101 | Chester, George Randolph | Wallingford in his prime | 1913 0.1 | Nelson, James | The trouble with gumballs; the st | 1956 0.099 | Glass, Montague | Elkan Lubliner, American | 1912 0.096 | Bardeen, C. W. (Charles Willia | Castiron Culver : and other stori | 1921 Kyne, Peter B. (Peter Bernard) = 0.52% 1908-1942"	"money and finance"	"human institutions, practices, or relationships"	
"TOPIC 67 pct corpus = 0.624% doc entropy = 10.6942 word length = 4.5950 coherence = -34219.1287 rank 1 docs = 0.0019 r1 ratio = 0.304"	"girl young love girls man woman eyes marry women little men know night face good dance herself beautiful daughter hair pretty want am why married away oh see hand tell make arms kiss white heart laughed look yes say kissed dancing saw sweet loved thought knew beauty looked head because dress arm asked dark name life happy going world talk alone let lips hands child lovely red care take looking "	"0.118 | Thompson, Hildegard | The little turtle | 1960 0.105 | Tempski, Armine von | Hula : A romance of Hawaii | 1927 0.098 | Musgrave, Susan | Becky Swan's book | 1977 0.094 | Brooks, Virginia | My battles with vice | 1915 0.093 | Parker, James T | Carmen | 1952 0.09 | Harper, Wilhelmina | The gunniwolf | 1967 0.089 | Perry, Stella G. S. (Stella Ge | Little bronze playfellows; a phan | 1915 "	"0.089 | Libbey, Laura Jean | Junie's love test | 1886 0.088 | Ofori-Kuragu, Micky | A difficult affair | 1987 0.088 | Michener, James A. (James Albe | Sayonara | 1954 0.088 | Unknown Author | Filipino myths & legends | 1973 0.083 | White, Ten Eyck | The lakeside musings | 1884 Douglas, Amanda Minnie = 0.14% 1902-1942"	"e20c love and romance"	"human institutions, practices, or relationships"	"We could say love is an 'emotion'? But the language seems more about relationships than about subjective states."
